municipality,group,variable,month,Controles repetidos en niños de 2 años de < 5 NUEVO,TOTAL-NUEVO,TOTAL-REPETIDO,TOTAL
CAMIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,228,228,232,460
CAPINOTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,88,88,84,172
CAQUIAVIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,36,36,40,76
CARACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,65,65,56,121
CARANAVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,298,298,299,597
CARAPARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,76,76,106,182
CARIPUYO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,184,184,200,384
CARMEN RIVERO TORREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,21,21,7,28
CATACORA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,2,2,3,5
CHACARILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,13,13,24,37
CHALLAPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,174,174,180,354
CHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,58,58,68,126
CHARAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,154,154,169,323
CHARAÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,2,2,7,9
CHAYANTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,175,175,178,353
CHIMORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,41,41,25,66
CHIPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,13,13,18,31
CHOQUE COTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,10,10,7,17
CHULUMANI (V. DE LA LIBERTAD),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,7,7,19,26
CHUMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,30,30,33,63
CLIZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,60,60,67,127
COBIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,219,219,204,423
COCHABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,1271,1271,1058,2329
COIPASA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,2,2,2,4
COLCAPIRHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,24,24,23,47
"COLCHA ""K""",nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,77,77,81,158
COLLANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,15,15,6,21
COLOMI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,77,77,66,143
COLPA BELGICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,28,28,32,60
COLQUECHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,174,174,170,344
COLQUENCHA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,91,91,81,172
COLQUIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,86,86,110,196
COMANCHE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,16,16,21,37
COMARAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,103,103,104,207
COMBAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,32,32,27,59
CONCEPCION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,59,59,62,121
COPACABANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,50,50,37,87
CORIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,85,85,73,158
CORO CORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,70,70,51,121
COROICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,100,100,103,203
CORQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,58,58,47,105
COTAGAITA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,267,267,266,533
COTOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,112,112,84,196
CUATRO CAÑADAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,53,53,32,85
CUCHUMUELA (V. G. VILLARROEL),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,15,15,9,24
CUEVO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,51,51,46,97
CULPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,291,291,336,627
CURAHUARA DE CARANGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,52,52,48,100
CURVA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,32,32,26,58
DESAGUADERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,52,52,43,95
EL ALTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,2010,2010,1935,3945
EL CHORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,14,14,15,29
EL PUENTE(STC),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,125,125,121,246
EL PUENTE(TJA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,145,145,133,278
EL TORNO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,133,133,118,251
EL VILLAR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,98,98,115,213
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,223,223,197,420
ENTRE RIOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,112,112,118,230
ESCARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,5,5,2,7
ESMERALDA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,4,4,0,4
EUCALIPTUS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,37,37,23,60
EUREKA (SANTOS MERCADO),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,14,14,8,22
EXALTACION,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,11,11,15,26
FERNANDEZ ALONSO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,122,122,151,273
FILADELFIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,31,31,43,74
GENERAL SAAVEDRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,142,142,171,313
GRAL. J.J. PEREZ (CHARAZANI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,73,73,99,172
GUANAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,91,91,119,210
GUAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,32,32,27,59
GUAYARAMERIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,231,231,253,484
GUTIERREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,231,231,242,473
HUACARETA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,157,157,140,297
HUACAYA (VILLA DE HUACAYA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,48,48,49,97
HUACHACALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,8,8,2,10
HUANUNI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,102,102,86,188
HUARACAJE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,37,37,36,73
HUAYLLAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,16,16,22,38
ICHOCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,37,37,32,69
ICLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,329,329,311,640
INCAHUASI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,296,296,353,649
INGAVI (HUMAITA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,24,24,15,39
INQUISIVI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,122,122,126,248
IRUPANA (VILLA DE LANZA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,129,129,116,245
IXIAMAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,123,123,95,218
JESUS DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,76,76,75,151
LA ASUNTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,48,48,41,89
LA GUARDIA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,144,144,152,296
LA PAZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,1950,1950,1870,3820
LA RIVERA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,2,2,5,7
LAGUNILLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,124,124,117,241
LAJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,61,61,83,144
LAS CARRERAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,69,69,73,142
LICOMA PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,29,29,33,62
LLALLAGUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,365,365,360,725
LLICA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,40,40,39,79
LORETO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,27,27,48,75
LURIBAY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,119,119,123,242
MACHACAMARCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,14,14,6,20
MACHARETI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,171,171,199,370
MAGDALENA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,97,97,78,175
MAIRANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,67,67,48,115
MALLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,29,29,100,129
MAPIRI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,95,95,81,176
MECAPACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,49,49,40,89
MINEROS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,171,171,173,344
MIZQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,110,110,128,238
MOCOMOCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,135,135,141,276
MOJINETE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,13,13,17,30
MOJOCOYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,146,146,132,278
MONTEAGUDO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,316,316,253,569
MONTERO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,636,636,610,1246
MORO MORO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,22,22,25,47
MOROCHATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,48,48,63,111
NACEBE (SANTA ROSA DEL ABUNA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,22,22,16,38
NUEVO MANOA (NUEVA ESPERANZA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,1,1,2,3
OCURI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,173,173,182,355
OKINAWA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,86,86,68,154
OMEREQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,41,41,51,92
ORURO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,776,776,771,1547
PADCAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,181,181,202,383
PADILLA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,253,253,254,507
PAILON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,98,98,110,208
PALCA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,72,72,60,132
PALOS BLANCOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,206,206,160,366
PAMPA AULLAGAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,33,33,34,67
PAMPA GRANDE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,60,60,55,115
PAPEL PAMPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,21,21,25,46
PASORAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,76,76,75,151
PATACAMAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,117,117,101,218
PAZÑA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,32,32,37,69
PELECHUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,31,31,27,58
POCOATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,168,168,179,347
POCONA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,56,56,34,90
POJO (CBBA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,37,37,39,76
POOPO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,22,22,32,54
PORCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,24,24,28,52
POROMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,195,195,181,376
PORONGO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,44,44,21,65
PORTACHUELO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,120,120,125,245
PORVENIR,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,200,200,153,353
POSTRER VALLE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,26,26,30,56
POTOSI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,658,658,625,1283
PRESTO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,179,179,130,309
PUCARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,28,28,33,61
PUCARANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,63,63,73,136
PUERTO ACOSTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,136,136,166,302
PUERTO CARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,100,100,125,225
PUERTO GONZALO MORENO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,46,46,43,89
PUERTO PEREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,37,37,24,61
PUERTO QUIJARRO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,31,31,30,61
PUERTO RICO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,42,42,32,74
PUERTO SILES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,8,8,12,20
PUERTO SUAREZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,34,34,49,83
PUERTO VILLARROEL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,151,151,170,321
PUNA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,255,255,276,531
PUNATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,63,63,56,119
QUIABAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,11,11,9,20
QUILLACOLLO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,114,114,81,195
QUIME,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,72,72,89,161
QUIRUSILLAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,28,28,42,70
RAVELO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,408,408,400,808
REYES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,93,93,97,190
RIBERALTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,369,369,361,730
ROBORE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,84,84,96,180
RURRENABAQUE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,41,41,52,93
SABAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,17,17,20,37
SACABA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,73,73,88,161
SACABAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,14,14,11,25
SACACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,625,625,531,1156
SAIPINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,93,93,79,172
SALINAS DE GARCI MENDOZA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,80,80,88,168
SAMAIPATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,78,78,62,140
SAN AGUSTIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,29,29,37,66
SAN ANDRES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,117,117,116,233
SAN ANDRES DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,31,31,33,64
SAN ANTONIO DE ESMORUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,10,10,6,16
SAN ANTONIO DE LOMERIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,135,135,113,248
SAN BENITO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,29,29,39,68
SAN BORJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,284,284,284,568
SAN BUENA VENTURA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,50,50,50,100
SAN CARLOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,114,114,135,249
SAN IGNACIO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,198,198,189,387
SAN IGNACIO DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,317,317,289,606
SAN JAVIER(BNI),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,53,53,52,105
SAN JAVIER(STC),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,22,22,28,50
SAN JOAQUIN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,42,42,61,103
SAN JOSE DE CHIQUITOS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,41,41,52,93
SAN JUAN DE YAPACANI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,116,116,103,219
SAN JULIAN,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,151,151,248,399
SAN LORENZO(PND),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,84,84,80,164
SAN LORENZO(TJA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,203,203,197,400
SAN LUCAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,615,615,745,1360
SAN MATIAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,85,85,68,153
SAN MIGUEL DE VELASCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,105,105,105,210
SAN PABLO DE LIPEZ,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,15,15,26,41
SAN PEDRO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,90,90,89,179
SAN PEDRO DE BUENA VISTA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,330,330,293,623
SAN PEDRO DE CURAHUARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,39,39,43,82
SAN PEDRO DE QUEMES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,4,4,5,9
SAN PEDRO DE TIQUINA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,23,23,27,50
SAN PEDRO(PND),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,31,31,38,69
SAN RAFAEL,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,39,39,34,73
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,33,33,23,56
SAN RAMON,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,33,33,28,61
SANTA ANA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,78,78,79,157
SANTA CRUZ DE LA SIERRA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,2715,2715,2353,5068
SANTA ROSA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,42,42,56,98
SANTA ROSA DEL SARA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,71,71,88,159
SANTIAGO DE CALLAPA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,27,27,39,66
SANTIAGO DE HUARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,69,69,62,131
SANTIAGO DE MACHACA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,21,21,17,38
SANTIVAÑES,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,94,94,74,168
SANTUARIO DE QUILLACAS,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,34,34,59,93
SAPAHAQUI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,69,69,76,145
SENA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,65,65,64,129
SICA SICA (VILLA AROMA),nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,110,110,123,233
SICAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,19,19,15,34
SIPE SIPE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,62,62,116,178
SOPACHUY,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,129,129,162,291
SORACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,65,65,54,119
SORATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,101,101,76,177
SUCRE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,1036,1036,1013,2049
TACACHI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,3,3,3,6
TACACOMA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,28,28,34,62
TACOBAMBA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,73,73,60,133
TACOPAYA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,88,88,97,185
TAHUA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,0,0,2,2
TAPACARI,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,144,144,116,260
TARABUCO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,584,584,569,1153
TARACO,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,17,17,12,29
TARATA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,16,16,22,38
TARIJA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,542,542,548,1090
TARVITA,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,114,114,112,226
TEOPONTE,nutricion y desarrollo infantil,controles repetidos en ninos de 2 anos de < 5,2006-08-01,78,78,82,160
