,group,variable,month,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO NUEVO,CONTROL DEL NIÑO MENOR DE 1 AÑO REPETIDO,CONTROL DEL NIÑO MENOR DE 1 AÑO REPETIDO,TOTALES,TOTALES,TOTALES
CHOQUE COTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,0,2,8,14,8,16,24
CHUA COCANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,8,9,9,9,17,18,35
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,30,17,207,77,237,94,331
CHUMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,6,73,68,80,74,154
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,7,56,44,62,51,113
CKOCHAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,12,15,150,137,162,152,314
CLIZA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,53,40,211,136,264,176,440
COBIJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,72,80,470,441,542,521,1063
COCAPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,15,14,146,151,161,165,326
COCHABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1490,1398,3252,2920,4742,4318,9060
COIPASA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,0,1,5,3,5,4,9
COLCAPIRHUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,123,147,435,422,558,569,1127
"COLCHA ""K""",control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,12,137,130,147,142,289
COLLANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,0,17,15,18,15,33
COLOMI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,21,23,182,160,203,183,386
COLPA BELGICA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,5,8,1,2,6,10,16
COLQUECHACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,40,44,301,287,341,331,672
COLQUENCHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,12,58,60,65,72,137
COLQUIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,17,35,148,144,165,179,344
COMANCHE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,0,1,31,18,31,19,50
COMARAPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,9,20,113,103,122,123,245
COMBAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,4,13,6,19,10,29
CONCEPCION,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,23,23,124,122,147,145,292
COPACABANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,16,5,65,66,81,71,152
CORIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,21,11,150,133,171,144,315
CORO CORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,4,69,48,79,52,131
COROICO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,25,20,125,110,150,130,280
CORQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,3,51,41,54,44,98
COTAGAITA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,13,8,161,144,174,152,326
COTOCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,64,54,302,290,366,344,710
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,0,0,1,5,1,5,6
CUATRO CAÑADAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,93,12,116,100,209,112,321
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,0,1,9,3,9,4,13
CUEVO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,0,24,24,25,24,49
CULPINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,16,17,154,172,170,189,359
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,2,38,52,41,54,95
CURVA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,2,12,26,15,28,43
DESAGUADERO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,6,27,40,34,46,80
EL ALTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,929,912,5621,5596,6550,6508,13058
EL CHORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,7,56,46,59,53,112
EL PUENTE(STC),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,14,10,94,88,108,98,206
EL PUENTE(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,8,17,81,72,89,89,178
EL TORNO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,58,50,290,287,348,337,685
EL VILLAR,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,1,35,25,36,26,62
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,27,22,187,192,214,214,428
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,57,57,278,268,335,325,660
ESCARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,0,2,1,1,1,3,4
ESCOMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,6,22,26,28,32,60
ESMERALDA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,0,2,4,3,4,7
EUCALIPTUS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,15,3,85,65,100,68,168
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,3,17,9,19,12,31
EXALTACION,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,3,11,6,14,9,23
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,17,11,71,56,88,67,155
FILADELFIA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,3,52,51,58,54,112
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,15,9,73,74,88,83,171
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,8,84,72,90,80,170
GUANAY,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,11,6,84,159,95,165,260
GUAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,5,2,43,42,48,44,92
GUAYARAMERIN,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,72,102,434,362,506,464,970
GUTIERREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,20,16,123,130,143,146,289
HUACARETA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,2,54,78,60,80,140
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,2,24,32,26,34,60
HUACHACALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,0,1,8,2,8,10
HUANUNI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,33,14,204,188,237,202,439
HUARACAJE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,4,1,21,30,25,31,56
HUARINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,3,28,45,34,48,82
HUATAJATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,4,11,23,20,27,31,58
HUAYLLAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,5,1,38,26,43,27,70
HUMANATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,4,3,30,28,34,31,65
ICHOCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,4,2,31,28,35,30,65
ICLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,11,9,69,60,80,69,149
INCAHUASI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,25,16,105,73,130,89,219
INGAVI (HUMAITA),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,0,20,16,22,16,38
INQUISIVI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,13,12,74,53,87,65,152
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,5,61,61,68,66,134
IXIAMAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,15,5,68,66,83,71,154
JESUS DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,10,56,102,62,112,174
LA ASUNTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,66,49,445,355,511,404,915
LA GUARDIA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,41,58,547,553,588,611,1199
LA PAZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1572,1429,3599,3333,5171,4762,9933
LA RIVERA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,2,0,0,1,2,3
LAGUNILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,5,7,47,56,52,63,115
LAJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,11,9,137,133,148,142,290
LAS CARRERAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,0,31,19,33,19,52
LICOMA PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,0,1,24,16,24,17,41
LLALLAGUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,50,33,314,270,364,303,667
LLICA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,0,31,28,34,28,62
LORETO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,15,6,15,14,30,20,50
LURIBAY,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,9,5,57,47,66,52,118
MACHACAMARCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,2,49,39,52,41,93
MACHARETI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,5,59,65,61,70,131
MAGDALENA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,10,87,94,90,104,194
MAIRANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,12,5,85,72,97,77,174
MALLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,2,15,10,17,12,29
MAPIRI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,13,18,106,116,119,134,253
MECAPACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,10,70,67,77,77,154
MINEROS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,34,35,160,149,194,184,378
MIZQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,52,61,294,251,346,312,658
MOCOMOCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,18,6,99,103,117,109,226
MOJINETE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,0,1,9,3,9,4,13
MOJOCOYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,5,8,54,45,59,53,112
MONTEAGUDO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,22,17,185,192,207,209,416
MONTERO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,154,151,831,796,985,947,1932
MORO MORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,2,20,16,22,18,40
MOROCHATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,12,93,95,103,107,210
NACEBE (SANTA ROSA DEL ABUNA),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,0,26,22,27,22,49
NAZACARA DE PACAJES,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,1,1,3,2,4,6
NUEVO MANOA (NUEVA ESPERANZA),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,5,7,15,7,20,14,34
OCURI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,24,12,127,141,151,153,304
OKINAWA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,5,6,99,99,104,105,209
OMEREQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,9,85,61,95,70,165
ORURO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,596,579,1930,1754,2526,2333,4859
PADCAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,15,16,132,102,147,118,265
PADILLA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,9,73,81,83,90,173
PAILON,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,28,24,143,121,171,145,316
PALCA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,21,17,128,98,149,115,264
PALOS BLANCOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,34,40,241,216,275,256,531
PAMPA AULLAGAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,2,23,23,25,25,50
PAMPA GRANDE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,6,55,51,61,57,118
PAPEL PAMPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,4,5,38,35,42,40,82
PASORAPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,9,3,15,17,24,20,44
PATACAMAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,30,21,132,146,162,167,329
PAZÑA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,5,58,64,64,69,133
PELECHUCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,2,65,52,68,54,122
POCOATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,13,21,179,188,192,209,401
POCONA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,11,9,97,89,108,98,206
POJO (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,16,11,126,95,142,106,248
POOPO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,9,73,61,75,70,145
PORCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,6,118,116,125,122,247
POROMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,11,23,120,149,131,172,303
PORONGO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,9,8,33,30,42,38,80
PORTACHUELO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,11,8,56,63,67,71,138
PORVENIR,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,5,7,45,37,50,44,94
POSTRER VALLE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,0,16,12,17,12,29
POTOSI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,376,394,1182,1134,1558,1528,3086
PRESTO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,8,8,72,74,80,82,162
PUCARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,1,15,3,18,4,22
PUCARANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,16,13,220,205,236,218,454
PUERTO ACOSTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,8,8,75,63,83,71,154
PUERTO CARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,11,84,83,94,94,188
PUERTO GONZALO MORENO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,5,74,70,81,75,156
PUERTO PEREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,2,29,38,35,40,75
PUERTO QUIJARRO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,12,13,142,128,154,141,295
PUERTO RICO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,11,7,59,60,70,67,137
PUERTO SILES,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,0,1,12,4,12,5,17
PUERTO SUAREZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,17,86,111,96,128,224
PUERTO VILLARROEL,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,216,175,476,368,692,543,1235
PUNA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,19,15,148,148,167,163,330
PUNATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,97,65,221,171,318,236,554
QUIABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,6,13,25,16,31,47
QUILLACOLLO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,350,323,793,748,1143,1071,2214
QUIME,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,7,104,72,111,79,190
QUIRUSILLAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,1,7,7,9,8,17
RAVELO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,15,19,134,121,149,140,289
REYES,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,11,15,93,84,104,99,203
RIBERALTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,179,162,1008,977,1187,1139,2326
ROBORE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,13,17,77,80,90,97,187
RURRENABAQUE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,11,89,107,96,118,214
SABAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,1,21,31,22,32,54
SACABA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,185,182,1195,1110,1380,1292,2672
SACABAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,4,44,21,51,25,76
SACACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,24,21,229,155,253,176,429
SAIPINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,6,46,44,52,50,102
SALINAS DE GARCI MENDOZA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,15,20,90,85,105,105,210
SAMAIPATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,9,58,56,68,65,133
SAN AGUSTIN,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,1,16,12,17,13,30
SAN ANDRES,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,20,25,74,70,94,95,189
SAN ANDRES DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,8,2,24,13,32,15,47
SAN ANTONIO DE ESMORUCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,1,17,8,19,9,28
SAN ANTONIO DE LOMERIO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,2,53,51,54,53,107
SAN BENITO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,11,9,80,111,91,120,211
SAN BORJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,47,70,320,306,367,376,743
SAN BUENA VENTURA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,13,88,102,98,115,213
SAN CARLOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,22,18,139,151,161,169,330
SAN IGNACIO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,93,70,149,136,242,206,448
SAN IGNACIO DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,69,56,488,477,557,533,1090
SAN JAVIER(BNI),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,5,4,12,6,17,10,27
SAN JAVIER(STC),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,18,17,71,89,89,106,195
SAN JOAQUIN,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,24,20,28,31,52,51,103
SAN JOSE DE CHIQUITOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,27,26,81,86,108,112,220
SAN JUAN DE YAPACANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,7,73,56,80,63,143
SAN JULIAN,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,38,40,313,255,351,295,646
SAN LORENZO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,15,53,66,63,81,144
SAN LORENZO(TJA),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,20,28,224,204,244,232,476
SAN LUCAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,40,42,286,276,326,318,644
SAN MATIAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,31,17,75,73,106,90,196
SAN MIGUEL DE VELASCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,4,10,114,125,118,135,253
SAN PABLO DE LIPEZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,2,28,26,31,28,59
SAN PEDRO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,11,16,111,108,122,124,246
SAN PEDRO DE BUENA VISTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,43,46,283,268,326,314,640
SAN PEDRO DE CURAHUARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,4,3,47,31,51,34,85
SAN PEDRO DE QUEMES,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,0,4,2,6,2,8
SAN PEDRO DE TIQUINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,6,1,24,17,30,18,48
SAN PEDRO(PND),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,0,0,9,15,9,15,24
SAN RAFAEL,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,5,0,54,56,59,56,115
SAN RAMON BENI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,13,23,24,15,37,38,75
SAN RAMON SCZ,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,12,9,62,59,74,68,142
SANTA ANA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,33,23,116,113,149,136,285
SANTA CRUZ DE LA SIERRA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2243,2117,4114,3790,6357,5907,12264
SANTA ROSA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,12,9,88,86,100,95,195
SANTA ROSA DEL SARA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,22,19,112,89,134,108,242
SANTIAGO DE CALLAPA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,2,22,13,23,15,38
SANTIAGO DE HUARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,4,4,70,71,74,75,149
SANTIAGO DE HUATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,4,5,57,46,61,51,112
SANTIAGO DE MACHACA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,4,3,20,38,24,41,65
SANTIVAÑES,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,4,2,55,46,59,48,107
SANTUARIO DE QUILLACAS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,12,18,17,19,29,37,66
SAPAHAQUI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,5,2,58,50,63,52,115
SENA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,3,26,22,29,25,54
SHINAOTA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,56,52,281,229,337,281,618
SICA SICA (VILLA AROMA),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,26,15,110,107,136,122,258
SICAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,4,27,37,29,41,70
SIPE SIPE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,59,69,461,441,520,510,1030
SOPACHUY,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,12,3,49,53,61,56,117
SORACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,9,9,99,93,108,102,210
SORATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,14,19,94,82,108,101,209
SUCRE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,379,351,2451,2383,2830,2734,5564
TACACHI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,9,3,0,0,9,3,12
TACACOMA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,12,10,42,38,54,48,102
TACOBAMBA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,14,10,77,83,91,93,184
TACOPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,10,80,61,82,71,153
TAHUA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,0,8,8,10,8,18
TAPACARI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,36,20,198,173,234,193,427
TARABUCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,14,16,119,107,133,123,256
TARACO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,3,31,20,32,23,55
TARATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,12,7,84,82,96,89,185
TARIJA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,741,654,1494,1361,2235,2015,4250
TARVITA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,7,113,92,123,99,222
TEOPONTE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,10,88,104,98,114,212
TIAWANACU,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,6,80,115,90,121,211
TINGUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,21,24,180,136,201,160,361
TIPUANI,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,18,14,90,65,108,79,187
TIQUIPAYA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,110,80,577,480,687,560,1247
TIRAQUE (CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,27,13,124,123,151,136,287
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,2,0,5,6,7,6,13
TOCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,4,5,54,33,58,38,96
TODOS SANTOS,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,1,0,0,1,1,1,2
TOLATA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,10,53,39,60,49,109
TOLEDO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,9,1,46,40,55,41,96
TOMAVE,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,11,88,110,98,121,219
TOMINA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,9,6,52,67,61,73,134
TORO TORO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,12,11,97,70,109,81,190
TOTORA(CBBA),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,60,51,160,141,220,192,412
TOTORA(ORR),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,3,40,30,47,33,80
TRIGAL,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,0,0,8,5,8,5,13
TRINIDAD,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,235,197,727,581,962,778,1740
TUPIZA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,42,33,313,300,355,333,688
TURCO,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,3,1,15,40,18,41,59
UMALA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,10,13,46,45,56,58,114
UNCIA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,58,65,140,129,198,194,392
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,14,22,147,145,161,167,328
URUBICHA,control de crecimiento infantil,control del nino menor de 1 ano,2013-06-01,7,1,58,55,65,56,121
