,group,variable,month,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS NUEVO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,CONTROL DEL NIÑO (A) DE 2 AÑOS A MENOR DE 5 AÑOS REPETIDO,TOTALES,TOTALES,TOTALES
TARATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,5,5,53,77,58,82,140
TARIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,372,405,742,648,1114,1053,2167
TARVITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,9,10,254,228,263,238,501
TEOPONTE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,11,13,91,80,102,93,195
TIAWANACU,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,23,13,62,72,85,85,170
TINGUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,7,11,136,134,143,145,288
TIPUANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,20,18,80,73,100,91,191
TIQUIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,155,151,510,529,665,680,1345
TIRAQUE (CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,13,8,113,114,126,122,248
TITO YUPANQUI (PARQUIPUJIO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,1,2,7,3,8,5,13
TOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,11,9,39,34,50,43,93
TOLATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,16,18,49,52,65,70,135
TOLEDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,4,0,59,43,63,43,106
TOMAVE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,4,1,86,63,90,64,154
TOMINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,9,9,197,221,206,230,436
TORO TORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,8,7,139,124,147,131,278
TOTORA(CBBA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,28,34,80,91,108,125,233
TOTORA(ORR),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,7,5,52,74,59,79,138
TRIGAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,1,2,11,16,12,18,30
TRINIDAD,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,93,74,196,197,289,271,560
TUPIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,15,22,196,183,211,205,416
TURCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,2,17,21,38,23,55,78
UMALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,8,8,82,86,90,94,184
UNCIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,23,28,142,106,165,134,299
URIONDO (A. CONCEPCION),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,12,18,139,129,151,147,298
URUBICHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,15,8,27,25,42,33,75
UYUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,5,4,62,64,67,68,135
VACAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,29,27,58,67,87,94,181
VALLEGRANDE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,9,10,42,43,51,53,104
VIACHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,74,58,331,313,405,371,776
VILA VILA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,22,28,34,48,56,76,132
VILLA CHARCAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,16,20,217,192,233,212,445
VILLA MONTES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,28,39,194,239,222,278,500
VILLA NUEVA (LOMA ALTA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,6,6,37,49,43,55,98
VILLA RIVERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,19,30,35,33,54,63,117
VILLA SERRANO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,11,7,209,209,220,216,436
VILLA TUNARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,158,153,741,686,899,839,1738
VILLA VACA GUZMAN (MUYUPAMPA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,15,14,114,101,129,115,244
VILLAZON,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,33,24,211,186,244,210,454
VINTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,7,14,117,100,124,114,238
VITICHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,3,4,96,93,99,97,196
WALDO BALLIVIAN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,1,0,25,18,26,18,44
WARNES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,83,86,302,262,385,348,733
YACO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,1,4,85,65,86,69,155
YACUIBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,75,74,314,264,389,338,727
YAMPARAEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,11,4,125,142,136,146,282
YANACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,6,5,69,71,75,76,151
YAPACANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,59,47,122,183,181,230,411
YOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,8,5,62,56,70,61,131
YOTALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,19,20,142,117,161,137,298
YUNCHARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,5,8,116,95,121,103,224
YUNGUYO DE LITORAL,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,2,1,0,0,2,1,3
ZUDAÑEZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-05-01,2,2,124,140,126,142,268
ACACIO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,4,65,84,67,88,155
ACHACACHI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,41,20,145,150,186,170,356
ACHOCALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,11,15,71,80,82,95,177
AIQUILE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,45,43,116,160,161,203,364
ALALAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,5,25,20,28,25,53
ALCALA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,7,6,68,63,75,69,144
ALTO BENI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,7,72,53,76,60,136
ANCORAIMES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,9,7,100,104,109,111,220
ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,2,69,84,71,86,157
ANTEQUERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,2,22,18,25,20,45
ANZALDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,9,75,68,81,77,158
APOLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,7,9,179,161,186,170,356
ARAMPAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,3,42,40,48,43,91
ARANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,4,88,83,89,87,176
ARBIETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,15,10,118,125,133,135,268
ARQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,16,11,151,174,167,185,352
ASCENCION DE GUARAYOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,28,38,72,61,100,99,199
ATOCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,11,13,107,126,118,139,257
AUCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,18,21,18,21,39
AYATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,7,4,52,41,59,45,104
AYO AYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,3,47,38,52,41,93
AYOPAYA (V. DE INDEPENDENCIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,13,16,245,223,258,239,497
AZURDUY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,9,13,215,209,224,222,446
BATALLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,9,16,63,76,72,92,164
BAURES,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,0,35,30,38,30,68
BELEN DE ANDAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,1,27,28,28,29,57
BELEN DE URMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,3,15,16,18,19,37
BELLA FLOR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,5,44,37,50,42,92
BERMEJO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,41,41,67,67,108,108,216
BETANZOS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,24,21,333,321,357,342,699
BOLIVAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,2,95,103,98,105,203
BOLPEBRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,1,10,8,10,9,19
BOYUIBE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,9,29,33,35,42,77
BUENA VISTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,10,7,62,43,72,50,122
CABEZAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,12,17,109,98,121,115,236
CAIROMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,1,84,76,86,77,163
"CAIZA ""D""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,5,81,79,87,84,171
CAJUATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,6,87,80,89,86,175
CALACOTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,0,46,50,47,50,97
CALAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,13,9,75,79,88,88,176
CAMARGO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,8,11,177,172,185,183,368
CAMATAQUI (C. VILLA ABECIA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,4,44,30,46,34,80
CAMIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,63,48,214,213,277,261,538
CAPINOTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,4,160,147,164,151,315
CAQUIAVIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,9,48,49,53,58,111
CARACOLLO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,9,7,178,147,187,154,341
CARANAVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,39,33,269,259,308,292,600
CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,3,1,3,1,4
CARAPARI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,11,9,146,122,157,131,288
CARIPUYO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,4,74,77,76,81,157
CARMEN RIVERO TORREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,1,14,14,15,15,30
CATACORA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,0,12,5,13,5,18
CHACARILLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,0,6,7,7,7,14
CHALLAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,13,12,237,223,250,235,485
CHAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,6,51,46,55,52,107
CHARAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,17,17,174,172,191,189,380
CHARAÑA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,2,22,21,22,23,45
CHAYANTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,10,10,91,88,101,98,199
CHIMORE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,94,80,219,210,313,290,603
CHIPAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,1,19,20,21,21,42
CHOQUE COTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,11,11,11,11,22
CHUA COCANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,7,6,18,7,25,13,38
CHULUMANI (V. DE LA LIBERTAD),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,17,8,84,59,101,67,168
CHUMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,10,8,64,79,74,87,161
CHUQUIHUTA AYLLU JUCUMANI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,2,45,44,47,46,93
CKOCHAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,17,8,181,175,198,183,381
CLIZA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,18,17,114,108,132,125,257
COBIJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,49,51,261,285,310,336,646
COCAPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,15,21,180,158,195,179,374
COCHABAMBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,638,642,1504,1515,2142,2157,4299
COIPASA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,13,9,13,9,22
COLCAPIRHUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,73,67,267,272,340,339,679
"COLCHA ""K""",control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,14,17,89,124,103,141,244
COLLANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,2,16,17,21,19,40
COLOMI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,18,14,112,111,130,125,255
COLPA BELGICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,2,3,2,5,4,9
COLQUECHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,29,23,149,129,178,152,330
COLQUENCHA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,2,33,30,35,32,67
COLQUIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,10,9,89,82,99,91,190
COMANCHE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,0,17,25,18,25,43
COMARAPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,8,11,67,64,75,75,150
COMBAYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,3,36,28,38,31,69
CONCEPCION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,13,18,81,182,94,200,294
COPACABANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,14,71,58,77,72,149
CORIPATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,8,3,143,160,151,163,314
CORO CORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,0,56,65,57,65,122
COROICO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,17,23,102,81,119,104,223
CORQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,2,56,49,60,51,111
COTAGAITA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,15,14,187,198,202,212,414
COTOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,56,54,108,95,164,149,313
CRUZ DE MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,2,1,2,1,3
CUATRO CAÑADAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,27,18,63,62,90,80,170
CUCHUMUELA (V. G. VILLARROEL),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,11,6,11,6,17
CUEVO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,2,46,43,49,45,94
CULPINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,24,21,228,202,252,223,475
CURAHUARA DE CARANGAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,3,35,37,37,40,77
CURVA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,1,27,37,27,38,65
DESAGUADERO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,2,14,15,18,17,35
EL ALTO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,566,530,3056,2952,3622,3482,7104
EL CHORO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,4,57,46,57,50,107
EL PUENTE(STC),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,19,21,79,94,98,115,213
EL PUENTE(TJA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,7,13,90,79,97,92,189
EL TORNO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,42,46,213,216,255,262,517
EL VILLAR,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,1,73,71,74,72,146
ENTRE RIOS TRJ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,11,6,175,183,186,189,375
ENTRE RIOS CBBA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,12,11,230,189,242,200,442
ESCARA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,3,3,3,3,6
ESCOMA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,2,23,21,23,23,46
ESMERALDA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,1,0,0,2,1,3
EUCALIPTUS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,8,3,59,64,67,67,134
EUREKA (SANTOS MERCADO),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,29,39,29,39,68
EXALTACION,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,2,5,7,6,9,15
FERNANDEZ ALONSO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,5,76,68,81,73,154
FILADELFIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,10,9,62,51,72,60,132
GENERAL SAAVEDRA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,49,41,126,82,175,123,298
GRAL. J.J. PEREZ (CHARAZANI),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,1,72,69,77,70,147
GUANAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,12,9,114,126,126,135,261
GUAQUI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,2,37,30,38,32,70
GUAYARAMERIN,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,15,307,301,313,316,629
GUTIERREZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,20,4,148,162,168,166,334
HUACARETA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,6,134,114,139,120,259
HUACAYA (VILLA DE HUACAYA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,3,38,36,42,39,81
HUACHACALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,1,22,8,23,9,32
HUANUNI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,27,22,124,145,151,167,318
HUARACAJE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,3,20,33,23,36,59
HUARINA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,2,21,21,21,23,44
HUATAJATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,3,20,24,24,27,51
HUAYLLAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,1,38,28,39,29,68
HUMANATA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,0,22,21,25,21,46
ICHOCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,30,40,30,40,70
ICLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,5,6,190,190,195,196,391
INCAHUASI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,28,15,199,176,227,191,418
INGAVI (HUMAITA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,1,17,25,20,26,46
INQUISIVI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,6,44,65,47,71,118
IRUPANA (VILLA DE LANZA),control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,5,92,89,98,94,192
IXIAMAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,7,9,70,63,77,72,149
JESUS DE MACHACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,8,12,78,100,86,112,198
LA ASUNTA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,21,23,350,329,371,352,723
LA GUARDIA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,40,47,197,183,237,230,467
LA PAZ,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1320,1193,2684,2551,4004,3744,7748
LA RIVERA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,2,0,0,1,2,3
LAGUNILLAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,5,103,82,109,87,196
LAJA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,8,8,72,73,80,81,161
LAS CARRERAS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,8,5,45,43,53,48,101
LICOMA PAMPA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,3,1,17,15,20,16,36
LLALLAGUA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,37,34,160,185,197,219,416
LLICA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,2,16,13,17,15,32
LORETO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,8,13,41,40,49,53,102
LURIBAY,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,2,61,53,63,55,118
MACHACAMARCA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,4,1,46,63,50,64,114
MACHARETI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,12,10,115,111,127,121,248
MAGDALENA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,2,6,71,56,73,62,135
MAIRANA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,7,10,45,57,52,67,119
MALLA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,1,0,32,24,33,24,57
MAPIRI,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,9,6,95,98,104,104,208
MECAPACA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,6,10,74,59,80,69,149
MINEROS,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,15,13,95,117,110,130,240
MIZQUE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,35,40,210,245,245,285,530
MOCOMOCO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,11,10,53,62,64,72,136
MOJINETE,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,0,0,7,9,7,9,16
MOJOCOYA,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,22,16,88,117,110,133,243
MONTEAGUDO,control de crecimiento infantil,control del nino (a) de 2 anos a menor de 5 anos,2013-06-01,27,30,238,270,265,300,565
