municipality,group,variable,month,N° de TBP BAAR (+) nuevos,TOTAL
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,5,5
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,19,19
COLCAPIRHUA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
COLQUIRI,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
COMARAPA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
CORIPATA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,3,3
COROICO,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
COTAGAITA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
CUATRO CAÑADAS,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,4,4
CULPINA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,35,35
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,3,3
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,3,3
GENERAL SAAVEDRA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
GUANAY,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
GUAYARAMERIN,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,8,8
GUTIERREZ,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,4,4
INCAHUASI,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
INQUISIVI,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
JESUS DE MACHACA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,4,4
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,46,46
LURIBAY,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
MAPIRI,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
MINEROS,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
MIZQUE,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,5,5
OMEREQUE,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
ORURO,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,4,4
PAILON,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
PALOS BLANCOS,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,3,3
PATACAMAYA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
PORVENIR,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,10,10
PUERTO QUIJARRO,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
PUERTO RICO,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
PUERTO SUAREZ,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,4,4
PUNATA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,5,5
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,3,3
RURRENABAQUE,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
SACABA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,8,8
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,6,6
SAN BUENA VENTURA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
SAN CARLOS,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
SAN IGNACIO,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
SAN JOAQUIN,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
SAN JUAN DE YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,9,9
SAN LORENZO(TJA),tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
SAN MATIAS,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
SAN PEDRO,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
SAN PEDRO DE BUENA VISTA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,82,82
SORATA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,15,15
TACACOMA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,9,9
TARVITA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
TEOPONTE,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,5,5
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2009-07-01,3,3
TOTORA(CBBA),tuberculosis,n de tbp baar (+) nuevos,2009-07-01,4,4
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,9,9
TUPIZA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,4,4
VACAS,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
VIACHA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
VILLA MONTES,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,4,4
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,6,6
VILLA VACA GUZMAN (MUYUPAMPA),tuberculosis,n de tbp baar (+) nuevos,2009-07-01,1,1
VILLAZON,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
VINTO,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,4,4
WARNES,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,5,5
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,7,7
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,8,8
YOCALLA,tuberculosis,n de tbp baar (+) nuevos,2009-07-01,2,2
ACHACACHI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
APOLO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
ARANI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
ARQUE,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
BERMEJO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,5,5
BETANZOS,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
BOYUIBE,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
CABEZAS,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
CARANAVI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,19,19
CARAPARI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
CHALLAPATA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
CHARAGUA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
CHIMORE,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
CHOQUE COTA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,4,4
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,24,24
COLCAPIRHUA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
COLOMI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
COLPA BELGICA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
CONCEPCION,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
COPACABANA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
CORIPATA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
COROICO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
COTAGAITA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
COTOCA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
CUATRO CAÑADAS,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,40,40
EL PUENTE(STC),tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,9,9
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
FERNANDEZ ALONSO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,4,4
GENERAL SAAVEDRA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
GRAL. J.J. PEREZ (CHARAZANI),tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
GUANAY,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
GUAYARAMERIN,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
HUACARETA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
HUANUNI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
INCAHUASI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
IRUPANA (VILLA DE LANZA),tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
JESUS DE MACHACA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,46,46
LAGUNILLAS,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
LLALLAGUA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
MACHARETI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
MAPIRI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
MOCOMOCO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
MONTEAGUDO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
OCURI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
ORURO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,5,5
PADCAYA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
PAILON,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
PALOS BLANCOS,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
PAMPA GRANDE,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
PAZÑA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
POOPO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
PORCO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
POROMA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
PORTACHUELO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,14,14
PUCARANI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
PUERTO RICO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
PUERTO SUAREZ,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,10,10
PUNATA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
QUIABAYA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,4,4
REYES,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,4,4
SACABA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,4,4
SAN ANDRES,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
SAN CARLOS,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
SAN JAVIER(STC),tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
SAN JOAQUIN,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
SAN JUAN DE YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,4,4
SAN LORENZO(TJA),tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
SAN LUCAS,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
SAN MIGUEL DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
SAN PEDRO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
SAN PEDRO DE TIQUINA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
SAN RAMON,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,68,68
SAPAHAQUI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,10,10
TACOBAMBA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
TARABUCO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
TARVITA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
TEOPONTE,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,4,4
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,4,4
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
TOTORA(CBBA),tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,10,10
TUPIZA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
UNCIA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
URIONDO (A. CONCEPCION),tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
VACAS,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
VIACHA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
VILLA MONTES,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,2,2
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,6,6
VINTO,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,3,3
WARNES,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,12,12
YANACACHI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,1,1
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2009-08-01,4,4
ACACIO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
ACHACACHI,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,5,5
ANCORAIMES,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
APOLO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
BATALLAS,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
BERMEJO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,4,4
CALAMARCA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
CAMARGO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,3,3
CAMATAQUI (C. VILLA ABECIA),tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
CAPINOTA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
CARANAVI,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,14,14
CARAPARI,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
CHARAGUA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
CHIMORE,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,4,4
CHULUMANI (V. DE LA LIBERTAD),tuberculosis,n de tbp baar (+) nuevos,2009-09-01,4,4
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,20,20
COLCAPIRHUA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
COMARAPA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
CONCEPCION,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
CORIPATA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,3,3
COROICO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
COTAGAITA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
COTOCA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
CUATRO CAÑADAS,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
EL ALTO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,39,39
EL PUENTE(STC),tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
EL PUENTE(TJA),tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
EL TORNO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,3,3
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
ENTRE RIOS,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,5,5
FERNANDEZ ALONSO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
GENERAL SAAVEDRA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
GUANAY,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
GUAYARAMERIN,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
HUACARETA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
ICLA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
INQUISIVI,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
IRUPANA (VILLA DE LANZA),tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
LA ASUNTA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
LA GUARDIA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,6,6
LA PAZ,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,36,36
LLALLAGUA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,3,3
MAPIRI,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
MINEROS,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
MIZQUE,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
MOCOMOCO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
MONTEAGUDO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
MONTERO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,13,13
OKINAWA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
ORURO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,7,7
PADCAYA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
PADILLA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
PALOS BLANCOS,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,3,3
PATACAMAYA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
POJO (CBBA),tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
PORTACHUELO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
POTOSI,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,9,9
PUERTO ACOSTA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
PUERTO VILLARROEL,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,11,11
PUNATA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
QUIABAYA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
QUILLACOLLO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,4,4
REYES,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
RIBERALTA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,12,12
ROBORE,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SACABA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,6,6
SACACA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SAIPINA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SAMAIPATA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
SAN ANTONIO DE LOMERIO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SAN BORJA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
SAN CARLOS,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SAN IGNACIO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SAN IGNACIO DE VELASCO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
SAN JUAN DE YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SAN JULIAN,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SAN LUCAS,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
SAN MATIAS,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SAN PEDRO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
SANTA CRUZ DE LA SIERRA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,96,96
SANTA ROSA DEL SARA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SAPAHAQUI,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SIPE SIPE,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SOPACHUY,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
SORACACHI,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SORATA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
SUCRE,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,10,10
TACACOMA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
TACOBAMBA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
TAPACARI,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
TARIJA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,5,5
TIPUANI,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
TIQUIPAYA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,4,4
TIRAQUE (CBBA),tuberculosis,n de tbp baar (+) nuevos,2009-09-01,5,5
TORO TORO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
TOTORA(CBBA),tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
TRINIDAD,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,6,6
TUPIZA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,3,3
UNCIA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
VACAS,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
VIACHA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,1,1
VILLA MONTES,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,4,4
VILLA TUNARI,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,12,12
VINTO,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,4,4
WARNES,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,3,3
YACUIBA,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,13,13
YAPACANI,tuberculosis,n de tbp baar (+) nuevos,2009-09-01,2,2
ACACIO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
ACHACACHI,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
ACHOCALLA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
AIQUILE,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
APOLO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
ASCENCION DE GUARAYOS,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
AYOPAYA (V. DE INDEPENDENCIA),tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
AZURDUY,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
BERMEJO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,4,4
BETANZOS,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
CABEZAS,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
CALACOTO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
CALAMARCA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
CAMARGO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
CARANAVI,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,9,9
CHALLAPATA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
CHIMORE,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
CHUMA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
CLIZA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
COBIJA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,3,3
COCHABAMBA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,26,26
COLCAPIRHUA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
COLPA BELGICA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
COLQUECHACA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
CONCEPCION,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
COROICO,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,1,1
COTAGAITA,tuberculosis,n de tbp baar (+) nuevos,2009-10-01,2,2
